1.954e+30	5.441e+20	-5.599e+20	4.541e+05	-1.235e+06
1.900e+30	6.892e+20	-1.658e+20	4.694e+06	1.270e+06
1.903e+30	-6.028e+19	5.483e+20	3.244e+06	9.493e+05
1.996e+30	-4.080e+20	3.206e+19	-4.962e+06	-3.171e+06
1.898e+30	-3.524e+20	5.191e+20	5.017e+06	-3.866e+06
1.923e+30	-8.924e+20	7.862e+19	-2.231e+06	5.084e+06
1.996e+30	3.763e+19	-4.024e+19	-2.724e+06	-3.925e+06
2.086e+30	-1.475e+20	-2.945e+20	3.970e+06	1.330e+06
1.946e+30	3.671e+20	5.649e+17	2.679e+05	-2.514e+06
2.063e+30	6.250e+20	6.535e+20	-1.438e+06	-2.640e+06
2.058e+30	-2.456e+20	1.033e+20	-5.285e+06	-2.780e+06
1.892e+30	1.030e+20	-2.562e+20	-1.289e+06	-3.714e+06
2.040e+30	-5.079e+20	4.555e+20	-1.583e+06	7.747e+05
2.032e+30	-5.010e+19	-3.395e+19	-1.460e+06	1.164e+06
2.025e+30	-4.257e+19	1.390e+20	3.706e+06	-4.039e+06
1.939e+30	3.935e+20	6.770e+20	8.071e+05	-1.631e+06
1.907e+30	1.297e+20	-5.922e+20	4.864e+06	4.994e+06
1.954e+30	-7.777e+20	-5.868e+20	1.532e+06	-5.019e+06
2.009e+30	4.322e+20	5.156e+20	2.129e+06	-4.479e+06
1.906e+30	-4.497e+20	6.631e+20	-2.859e+06	-1.753e+06
2.083e+30	-1.331e+20	-8.390e+20	5.418e+06	3.025e+06
2.086e+30	1.961e+20	3.291e+20	3.519e+06	-2.217e+06
2.088e+30	-1.478e+19	6.295e+19	5.154e+06	2.105e+06
2.087e+30	6.573e+19	4.288e+19	-3.460e+06	-3.923e+06
1.959e+30	-1.513e+20	6.433e+19	1.666e+06	-1.279e+06
1.915e+30	2.758e+20	-3.676e+19	3.151e+06	2.199e+06
1.891e+30	-1.801e+20	8.403e+20	3.443e+06	-1.325e+06
2.007e+30	5.863e+20	2.897e+20	3.566e+05	3.158e+04
2.027e+30	-4.424e+20	-6.446e+20	-1.398e+06	-1.965e+06
1.890e+30	-3.834e+20	6.224e+20	-1.529e+06	-5.153e+06
2.050e+30	-2.576e+20	-2.305e+20	4.532e+06	2.372e+06
1.919e+30	-1.065e+19	5.625e+20	-3.581e+06	-2.638e+06
1.907e+30	-3.040e+20	5.609e+19	2.308e+06	-7.035e+05
1.984e+30	2.964e+20	8.764e+20	5.146e+06	4.437e+06
1.963e+30	-4.454e+19	6.231e+20	-5.374e+06	-4.528e+06
2.022e+30	-3.573e+20	-1.148e+19	5.461e+06	4.559e+06
2.080e+30	-1.152e+20	5.545e+19	-3.593e+06	2.290e+06
1.950e+30	7.001e+19	4.291e+19	6.993e+05	-5.337e+06
2.084e+30	-4.306e+20	1.212e+20	-5.211e+06	8.605e+05
2.025e+30	1.550e+20	-3.276e+20	-1.204e+06	2.784e+06
1.992e+30	-7.099e+20	6.590e+20	4.488e+06	-3.168e+06
1.914e+30	-3.943e+19	-9.721e+19	1.098e+06	-1.501e+06
1.986e+30	3.517e+20	-2.208e+20	5.011e+06	4.998e+06
2.082e+30	1.504e+20	-9.190e+20	2.936e+06	9.432e+05
2.027e+30	-3.980e+19	8.627e+19	4.850e+06	-3.962e+06
1.987e+30	-2.354e+20	-5.321e+20	-3.411e+06	4.643e+06
1.936e+30	2.356e+19	-1.597e+20	1.095e+06	-4.956e+06
2.019e+30	3.285e+20	3.170e+20	2.601e+05	4.950e+06
1.945e+30	-7.191e+20	5.017e+20	-5.405e+06	-1.853e+06
2.086e+30	1.683e+19	-5.511e+20	1.731e+06	3.564e+06
1.918e+30	-1.061e+20	-1.533e+20	2.305e+06	8.160e+05
2.063e+30	7.339e+20	-5.572e+20	-2.960e+04	-2.238e+06
2.046e+30	-4.161e+19	-1.587e+20	4.897e+06	1.094e+05
